"record_id"	"protein_name"	"gene_symbol"	"UniProt_ID"	"assay_target_name"	"assay_target_ID"	"proteomic_platform"	"protein_form_or_isoform"	"disease"	"disease_subtype"	"outcome_definition"	"source_study_first_author"	"publication_year"	"journal"	"PMID"	"DOI"	"publication_status"	"pQTL_source"	"pQTL_sample_size"	"ancestry"	"cis_trans_status"	"instrument_definition"	"instrument_SNPs"	"MR_method"	"beta_or_logOR"	"SE"	"OR"	"CI_lower"	"CI_upper"	"P_value"	"multiple_testing_method"	"corrected_significance"	"colocalization_method"	"PP_H4"	"SMR_P"	"HEIDI_P"	"replication_dataset"	"replication_status"	"effect_direction"	"outcome_GWAS"	"overlap_with_primary_outcome_GWAS"	"same_outcome_reanalysis"	"evidence_tier"	"high_complexity_locus"	"assay_cross_reactivity_risk"	"inclusion_status"	"exclusion_reason"	"APOE_rs429358_alpha_available"	"APOE_rs7412_alpha_available"	"alpha_source"	"eligible_for_two_step_MR"	"manual_verification_status"	"notes"	"source_table_file"	"source_sheet"	"source_row"	"beta_source_type"	"mapping_confidence"	"evidence_independence"	"duplicate_group"	"allele_harmonization_status"	"derived_field_notes"
"EVID_38903171_LBP_c8cc98d746a6"	"LBP"	"LBP"	"not_reported"	"LBP"	"ENSG00000129988"	"deCODE"	"not_reported"	"AMD"	"wet_AMD"	"FinnGen R10 wet_AMD"	"Pu KL"	"2024"	"Frontiers in neurology"	"38903171"	"10.3389/fneur.2024.1400557"	"peer_reviewed"	"deCODE"	"35559"	"European"	"top_cis_pQTL"	"top cis-pQTL within +/-1 Mb; P<5e-8; SMR"	"rs2232613"	"SMR"	"0.102173"	"0.0289292"	"1.107575065640938"	"not_reported"	"not_reported"	"0.0004127237"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.750733151983999"	"0.0004127237"	"0.05601525"	"cross-platform and FinnGen replication tables reported"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"FinnGen_R10_WET_AMD"	"same_FinnGen_resource_different_release_R10_vs_R12"	"true_different_release"	"Tier1"	"false"	"requires_platform_review"	"primary_high_confidence_panel"	"NA"	"true"	"true"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\LBP_P18428_OID20355_v1_Cardiometabolic.tar"	"true"	"full_text_and_source_table_verified"	"Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label."	"data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX"	"Supplementary Table 4"	"1646"	"published_beta"	"high"	"partially_overlapping"	"AMD_FinnGen_UKB_deCODE"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_40327005_LBP_8bcd1faca8e1"	"LBP"	"LBP"	"not_reported"	"LBP"	"gene-level label only"	"UKB-PPP Olink"	"not_reported"	"AMD"	"wet_AMD"	"wet_AMD"	"Chen C"	"2025"	"Translational vision science & technology"	"40327005"	"10.1167/tvst.14.5.8"	"peer_reviewed"	"UKB-PPP Olink"	"54219"	"European"	"top_cis_pQTL_SMR"	"top cis-pQTL used in SMR"	"rs2232613"	"SMR"	"0.101454"	"0.026548"	"1.106779005386698"	"not_reported"	"not_reported"	"0.0001326294"	"Benjamini-Hochberg FDR"	"true"	"not_reported"	"not_reported"	"0.0001326294"	"0.1239186"	"cross-platform comparison"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"study-specific AMD GWAS"	"requires_manual_verification"	"unclear"	"Tier2"	"false"	"requires_platform_review"	"literature_source_universe_tier2"	"mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\LBP_P18428_OID20355_v1_Cardiometabolic.tar"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Corrected SMR row; no colocalization table was reported."	"data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx"	"Supplementary table 8"	"358"	"published_beta"	"moderate"	"partially_overlapping"	"AMD_multi_platform_2025"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_40327005_LBP_967de599e193"	"LBP"	"LBP"	"not_reported"	"LBP"	"gene-level label only"	"deCODE"	"not_reported"	"AMD"	"wet_AMD"	"wet_AMD"	"Chen C"	"2025"	"Translational vision science & technology"	"40327005"	"10.1167/tvst.14.5.8"	"peer_reviewed"	"deCODE"	"35559"	"European"	"top_cis_pQTL_SMR"	"top cis-pQTL used in SMR"	"rs2232613"	"SMR"	"0.114692"	"0.0300045"	"1.1215279537604044"	"not_reported"	"not_reported"	"0.0001321119"	"Benjamini-Hochberg FDR"	"true"	"not_reported"	"not_reported"	"0.0001321119"	"0.07720388"	"cross-platform comparison"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"study-specific AMD GWAS"	"requires_manual_verification"	"unclear"	"Tier2"	"false"	"requires_platform_review"	"literature_source_universe_tier2"	"mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\LBP_P18428_OID20355_v1_Cardiometabolic.tar"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Corrected SMR row; no colocalization table was reported."	"data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx"	"Supplementary table 7"	"23"	"published_beta"	"moderate"	"partially_overlapping"	"AMD_multi_platform_2025"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_40327005_LTA_e0e3694e233b"	"LTA"	"LTA"	"not_reported"	"LTA"	"gene-level label only"	"deCODE"	"not_reported"	"AMD"	"wet_AMD"	"wet_AMD"	"Chen C"	"2025"	"Translational vision science & technology"	"40327005"	"10.1167/tvst.14.5.8"	"peer_reviewed"	"deCODE"	"35559"	"European"	"top_cis_pQTL_SMR"	"top cis-pQTL used in SMR"	"rs147906938"	"SMR"	"-3.46432"	"0.892772"	"0.03129427830197997"	"not_reported"	"not_reported"	"0.0001042819"	"Benjamini-Hochberg FDR"	"true"	"not_reported"	"not_reported"	"0.0001042819"	"0.02294008"	"cross-platform comparison"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"study-specific AMD GWAS"	"requires_manual_verification"	"unclear"	"Tier2"	"false"	"requires_platform_review"	"literature_source_universe_tier2"	"mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Corrected SMR row; no colocalization table was reported."	"data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx"	"Supplementary table 7"	"22"	"published_beta"	"moderate"	"partially_overlapping"	"AMD_multi_platform_2025"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_40327005_MCEMP1_476d42cf9f3e"	"MCEMP1"	"MCEMP1"	"not_reported"	"MCEMP1"	"gene-level label only"	"deCODE"	"not_reported"	"AMD"	"wet_AMD"	"wet_AMD"	"Chen C"	"2025"	"Translational vision science & technology"	"40327005"	"10.1167/tvst.14.5.8"	"peer_reviewed"	"deCODE"	"35559"	"European"	"top_cis_pQTL_SMR"	"top cis-pQTL used in SMR"	"rs1047286"	"SMR"	"-3.12491"	"0.626958"	"0.04394088812538345"	"not_reported"	"not_reported"	"6.220789e-07"	"Benjamini-Hochberg FDR"	"true"	"not_reported"	"not_reported"	"6.220789e-07"	"0.02059585"	"cross-platform comparison"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"study-specific AMD GWAS"	"requires_manual_verification"	"unclear"	"Tier2"	"false"	"requires_platform_review"	"literature_source_universe_tier2"	"mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Corrected SMR row; no colocalization table was reported."	"data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx"	"Supplementary table 7"	"16"	"published_beta"	"moderate"	"partially_overlapping"	"AMD_multi_platform_2025"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_40327005_PSMB9_f9ffc20c9f0c"	"PSMB9"	"PSMB9"	"not_reported"	"PSMB9"	"gene-level label only"	"deCODE"	"not_reported"	"AMD"	"wet_AMD"	"wet_AMD"	"Chen C"	"2025"	"Translational vision science & technology"	"40327005"	"10.1167/tvst.14.5.8"	"peer_reviewed"	"deCODE"	"35559"	"European"	"top_cis_pQTL_SMR"	"top cis-pQTL used in SMR"	"rs453821"	"SMR"	"-5.62756"	"1.18391"	"0.003597342142295384"	"not_reported"	"not_reported"	"2.000699e-06"	"Benjamini-Hochberg FDR"	"true"	"not_reported"	"not_reported"	"2.000699e-06"	"0.01058604"	"cross-platform comparison"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"study-specific AMD GWAS"	"requires_manual_verification"	"unclear"	"Tier2"	"false"	"requires_platform_review"	"literature_source_universe_tier2"	"mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Corrected SMR row; no colocalization table was reported."	"data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx"	"Supplementary table 7"	"18"	"published_beta"	"moderate"	"partially_overlapping"	"AMD_multi_platform_2025"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_40327005_PTPN9_171b6f8d2592"	"PTPN9"	"PTPN9"	"not_reported"	"PTPN9"	"gene-level label only"	"deCODE"	"not_reported"	"AMD"	"wet_AMD"	"wet_AMD"	"Chen C"	"2025"	"Translational vision science & technology"	"40327005"	"10.1167/tvst.14.5.8"	"peer_reviewed"	"deCODE"	"35559"	"European"	"top_cis_pQTL_SMR"	"top cis-pQTL used in SMR"	"rs111647176"	"SMR"	"-1.3506"	"0.369871"	"0.25908476314341966"	"not_reported"	"not_reported"	"0.0002606586"	"Benjamini-Hochberg FDR"	"true"	"not_reported"	"not_reported"	"0.0002606586"	"0.6539757"	"cross-platform comparison"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"study-specific AMD GWAS"	"requires_manual_verification"	"unclear"	"Tier2"	"false"	"requires_platform_review"	"literature_source_universe_tier2"	"mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Corrected SMR row; no colocalization table was reported."	"data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx"	"Supplementary table 7"	"26"	"published_beta"	"moderate"	"partially_overlapping"	"AMD_multi_platform_2025"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_38903171_SDF2_60e565bbf226"	"SDF2"	"SDF2"	"not_reported"	"SDF2"	"ENSG00000132581"	"deCODE"	"not_reported"	"AMD"	"wet_AMD"	"FinnGen R10 wet_AMD"	"Pu KL"	"2024"	"Frontiers in neurology"	"38903171"	"10.3389/fneur.2024.1400557"	"peer_reviewed"	"deCODE"	"35559"	"European"	"top_cis_pQTL"	"top cis-pQTL within +/-1 Mb; P<5e-8; SMR"	"rs704"	"SMR"	"0.314707"	"0.087975"	"1.369857883790838"	"not_reported"	"not_reported"	"0.0003472468"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.763129146009799"	"0.0003472468"	"0.171591"	"cross-platform and FinnGen replication tables reported"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"FinnGen_R10_WET_AMD"	"same_FinnGen_resource_different_release_R10_vs_R12"	"true_different_release"	"Tier1"	"false"	"requires_platform_review"	"primary_high_confidence_panel"	"NA"	"false"	"false"	"not_available_or_target_mapping_unresolved"	"false"	"full_text_and_source_table_verified"	"Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label."	"data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX"	"Supplementary Table 4"	"1390"	"published_beta"	"high"	"partially_overlapping"	"AMD_FinnGen_UKB_deCODE"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_40327005_SDF2_ad5fe98f9181"	"SDF2"	"SDF2"	"not_reported"	"SDF2"	"gene-level label only"	"deCODE"	"not_reported"	"AMD"	"wet_AMD"	"wet_AMD"	"Chen C"	"2025"	"Translational vision science & technology"	"40327005"	"10.1167/tvst.14.5.8"	"peer_reviewed"	"deCODE"	"35559"	"European"	"top_cis_pQTL_SMR"	"top cis-pQTL used in SMR"	"rs704"	"SMR"	"0.344432"	"0.0910549"	"1.4111881371210873"	"not_reported"	"not_reported"	"0.0001551418"	"Benjamini-Hochberg FDR"	"true"	"not_reported"	"not_reported"	"0.0001551418"	"0.1775961"	"cross-platform comparison"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"study-specific AMD GWAS"	"requires_manual_verification"	"unclear"	"Tier2"	"false"	"requires_platform_review"	"literature_source_universe_tier2"	"mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Corrected SMR row; no colocalization table was reported."	"data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx"	"Supplementary table 7"	"25"	"published_beta"	"moderate"	"partially_overlapping"	"AMD_multi_platform_2025"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_38903171_SFTA2_296c9c96e8c2"	"SFTA2"	"SFTA2"	"not_reported"	"SFTA2"	"ENSG00000196260"	"deCODE"	"not_reported"	"AMD"	"wet_AMD"	"FinnGen R10 wet_AMD"	"Pu KL"	"2024"	"Frontiers in neurology"	"38903171"	"10.3389/fneur.2024.1400557"	"peer_reviewed"	"deCODE"	"35559"	"European"	"top_cis_pQTL"	"top cis-pQTL within +/-1 Mb; P<5e-8; SMR"	"rs547154"	"SMR"	"-4.22788"	"0.668216"	"0.014583274341632573"	"not_reported"	"not_reported"	"2.497853e-10"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"4.04618432708353e-05"	"2.497853e-10"	"0.01717861"	"cross-platform and FinnGen replication tables reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"FinnGen_R10_WET_AMD"	"same_FinnGen_resource_different_release_R10_vs_R12"	"true_different_release"	"Tier2"	"false"	"requires_platform_review"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label."	"data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX"	"Supplementary Table 4"	"612"	"published_beta"	"high"	"partially_overlapping"	"AMD_FinnGen_UKB_deCODE"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_38903171_TGFB1_ba416b60fd48"	"TGFB1"	"TGFB1"	"not_reported"	"TGFB1"	"ENSG00000105329"	"UKB-PPP_Olink"	"not_reported"	"AMD"	"wet_AMD"	"FinnGen R10 wet_AMD"	"Pu KL"	"2024"	"Frontiers in neurology"	"38903171"	"10.3389/fneur.2024.1400557"	"peer_reviewed"	"UKB-PPP_Olink"	"54219"	"European"	"top_cis_pQTL"	"top cis-pQTL within +/-1 Mb; P<5e-8; SMR"	"rs73045269"	"SMR"	"-0.373253"	"0.0887437"	"0.6884910225785741"	"not_reported"	"not_reported"	"2.59963e-05"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.979722199128645"	"2.59963e-05"	"0.2025819"	"cross-platform and FinnGen replication tables reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"FinnGen_R10_WET_AMD"	"same_FinnGen_resource_different_release_R10_vs_R12"	"true_different_release"	"Tier1"	"false"	"requires_platform_review"	"primary_high_confidence_panel"	"NA"	"true"	"true"	"<external_resource_root>\ukbppp_proteins\tgfb1_p01137_oid20621_v1_inflammation.tar"	"true"	"full_text_and_source_table_verified"	"Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label."	"data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX"	"Supplementary Table 8"	"1064"	"published_beta"	"high"	"partially_overlapping"	"AMD_FinnGen_UKB_deCODE"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_40327005_TGFB1_669f1ce027ef"	"TGFB1"	"TGFB1"	"not_reported"	"TGFB1"	"gene-level label only"	"UKB-PPP Olink"	"not_reported"	"AMD"	"wet_AMD"	"wet_AMD"	"Chen C"	"2025"	"Translational vision science & technology"	"40327005"	"10.1167/tvst.14.5.8"	"peer_reviewed"	"UKB-PPP Olink"	"54219"	"European"	"top_cis_pQTL_SMR"	"top cis-pQTL used in SMR"	"rs73045269"	"SMR"	"-0.399766"	"0.0921252"	"0.6704769192798654"	"not_reported"	"not_reported"	"1.428882e-05"	"Benjamini-Hochberg FDR"	"true"	"not_reported"	"not_reported"	"1.428882e-05"	"0.1471494"	"cross-platform comparison"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"study-specific AMD GWAS"	"requires_manual_verification"	"unclear"	"Tier2"	"false"	"requires_platform_review"	"literature_source_universe_tier2"	"mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"<external_resource_root>\ukbppp_proteins\tgfb1_p01137_oid20621_v1_inflammation.tar"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Corrected SMR row; no colocalization table was reported."	"data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx"	"Supplementary table 8"	"398"	"published_beta"	"moderate"	"partially_overlapping"	"AMD_multi_platform_2025"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_38903171_TNFRSF10A_74ae0fcaf449"	"TNFRSF10A"	"TNFRSF10A"	"not_reported"	"TNFRSF10A"	"ENSG00000104689"	"UKB-PPP_Olink"	"not_reported"	"AMD"	"wet_AMD"	"FinnGen R10 wet_AMD"	"Pu KL"	"2024"	"Frontiers in neurology"	"38903171"	"10.3389/fneur.2024.1400557"	"peer_reviewed"	"UKB-PPP_Olink"	"54219"	"European"	"top_cis_pQTL"	"top cis-pQTL within +/-1 Mb; P<5e-8; SMR"	"rs13278062"	"SMR"	"-0.172421"	"0.0444198"	"0.8416247745427412"	"not_reported"	"not_reported"	"0.0001037588"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.872751611412201"	"0.0001037588"	"0.1483808"	"cross-platform and FinnGen replication tables reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"FinnGen_R10_WET_AMD"	"same_FinnGen_resource_different_release_R10_vs_R12"	"true_different_release"	"Tier1"	"false"	"requires_platform_review"	"primary_high_confidence_panel"	"NA"	"true"	"true"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\TNFRSF10A_O00220_OID20967_v1_Neurology.tar"	"true"	"full_text_and_source_table_verified"	"Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label."	"data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX"	"Supplementary Table 8"	"1302"	"published_beta"	"high"	"partially_overlapping"	"AMD_FinnGen_UKB_deCODE"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_40327005_TNFSF14_20cd8cb0dca6"	"TNFSF14"	"TNFSF14"	"not_reported"	"TNFSF14"	"gene-level label only"	"deCODE"	"not_reported"	"AMD"	"wet_AMD"	"wet_AMD"	"Chen C"	"2025"	"Translational vision science & technology"	"40327005"	"10.1167/tvst.14.5.8"	"peer_reviewed"	"deCODE"	"35559"	"European"	"top_cis_pQTL_SMR"	"top cis-pQTL used in SMR"	"rs1047286"	"SMR"	"-2.82538"	"0.538827"	"0.059286123821386226"	"not_reported"	"not_reported"	"1.574934e-07"	"Benjamini-Hochberg FDR"	"true"	"not_reported"	"not_reported"	"1.574934e-07"	"0.0833125"	"cross-platform comparison"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"study-specific AMD GWAS"	"requires_manual_verification"	"unclear"	"Tier2"	"false"	"requires_platform_review"	"literature_source_universe_tier2"	"mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Corrected SMR row; no colocalization table was reported."	"data_raw\literature_fulltext\PMID40327005_PMC12063708\supplements\tvst-14-5-8_s003.xlsx"	"Supplementary table 7"	"15"	"published_beta"	"moderate"	"partially_overlapping"	"AMD_multi_platform_2025"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
"EVID_38903171_VARS1_c4efe12134cc"	"VARS1"	"VARS1"	"not_reported"	"VARS1"	"ENSG00000204394"	"deCODE"	"not_reported"	"AMD"	"wet_AMD"	"FinnGen R10 wet_AMD"	"Pu KL"	"2024"	"Frontiers in neurology"	"38903171"	"10.3389/fneur.2024.1400557"	"peer_reviewed"	"deCODE"	"35559"	"European"	"top_cis_pQTL"	"top cis-pQTL within +/-1 Mb; P<5e-8; SMR"	"rs550671"	"SMR"	"-2.20886"	"0.289329"	"0.10982577856539592"	"not_reported"	"not_reported"	"2.268534e-14"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"NA"	"2.268534e-14"	"0.02338408"	"cross-platform and FinnGen replication tables reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"FinnGen_R10_WET_AMD"	"same_FinnGen_resource_different_release_R10_vs_R12"	"true_different_release"	"Tier2"	"false"	"requires_platform_review"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Only FDR<0.05 and HEIDI>0.01 rows retained; colocalization joined by reported gene label."	"data_raw\literature_fulltext\PMID38903171_PMC11187347\supplements\Table_1.XLSX"	"Supplementary Table 4"	"620"	"published_beta"	"high"	"partially_overlapping"	"AMD_FinnGen_UKB_deCODE"	"not_applicable_to_published_beta"	"OR=exp(reported SMR beta)"
